"LABID","Duplicates","Flags","FIELDID","Animal_ID","Stage_Class","Cruise","Platform","Shipper","Shipper_Organization","Shipped_Date","Received_Date","Collection_Method","Contact_ID","CONTACT_NAME","Organization_ID","Organization","Collector","Collector_Organization","Acknowledgement","Label","LAB","SpCode","SpType","Species_Type","SpName","Genus","Species","CommonName","USE","Restrict_Description","YR","MO","DA","Location","City","Island","County","State","Country","Latitude","Latitude_Precision","Latitude_Precision_Unit","Longitude","Longitude_Precision","Longitude_Precision_Unit","OBasin","Ocean_Basin","SEX","Gender_Determination","ACCESSIONDATE","GENBANK.","GENBANK1","GENBANK2","GENBANK3","COMMENTS","Record_Creation_Date","Edit_User","Edit_Date"
118285,,"NRDA","Y45",232268,,,,,,,,"BIOPSY (PROJECTILE)",166,"NICK KELLAR",1,"SWFSC",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Sample not available for use.",2013,6,19,"BARATARIA BAY",,,,"LOUISIANA","UNITED STATES OF AMERICA",,,,,,,2,"North Atlantic","U",,12/9/2013 0:00:00,,,,,"NRDA ID:LA061913AF-36-T5A01. Phase 2, Health Assessment .  Samples provided for NRDA (DWH) study only! Other contact: Lori Schwacke, National Marine Mammal Foundation, Lori.Schwacke@nmmf.org, 843-7254821",12/9/2013 15:21:33,"dan.prosperi",6/20/2022 9:46:17
118286,,"NRDA","Y42",232269,,,,,,,,"BIOPSY (PROJECTILE)",166,"NICK KELLAR",1,"SWFSC",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Sample not available for use.",2013,6,25,"BARATARIA BAY",,,,"LOUISIANA","UNITED STATES OF AMERICA",,,,,,,2,"North Atlantic","U",,12/9/2013 0:00:00,,,,,"NRDA ID:LA062513AV-36-T5A01. Phase 2, Health Assessment .  Samples provided for NRDA (DWH) study only! Other contact: Lori Schwacke, National Marine Mammal Foundation, Lori.Schwacke@nmmf.org, 843-7254821",12/9/2013 15:21:33,"dan.prosperi",6/20/2022 9:46:17
118287,,"NRDA","Y67",232270,,,,,,,,"BIOPSY (PROJECTILE)",166,"NICK KELLAR",1,"SWFSC",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Sample not available for use.",2013,6,27,"BARATARIA BAY",,,,"LOUISIANA","UNITED STATES OF AMERICA",,,,,,,2,"North Atlantic","U",,12/9/2013 0:00:00,,,,,"NRDA ID:LA062713BC-35-T3A01. Phase 2, Health Assessment .  Samples provided for NRDA (DWH) study only! Other contact: Lori Schwacke, National Marine Mammal Foundation, Lori.Schwacke@nmmf.org, 843-7254821",12/9/2013 15:21:33,"dan.prosperi",6/20/2022 9:46:17
118288,,"NRDA","Y41",232271,,,,,,,,"BIOPSY (PROJECTILE)",166,"NICK KELLAR",1,"SWFSC",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Sample not available for use.",2013,6,18,"BARATARIA BAY",,,,"LOUISIANA","UNITED STATES OF AMERICA",,,,,,,2,"North Atlantic","U",,12/9/2013 0:00:00,,,,,"NRDA ID:LA061813AE-36-T5A01. Phase 2, Health Assessment .  Samples provided for NRDA (DWH) study only! Other contact: Lori Schwacke, National Marine Mammal Foundation, Lori.Schwacke@nmmf.org, 843-7254821",12/9/2013 15:21:33,"dan.prosperi",6/20/2022 9:46:17
118289,,"NRDA","676",232272,,,,,,,,"BIOPSY (PROJECTILE)",166,"NICK KELLAR",1,"SWFSC",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Sample not available for use.",2013,7,29,"MISSISSIPPI SOUND",,,,"MISSISSIPPI","UNITED STATES OF AMERICA",,,,,,,2,"North Atlantic","U",,12/9/2013 0:00:00,,,,,"NRDA ID:MS072913AL-35-T3A01. Phase 2, Health Assessment .  Samples provided for NRDA (DWH) study only! Other contact: Lori Schwacke, National Marine Mammal Foundation, Lori.Schwacke@nmmf.org, 843-7254821",12/9/2013 15:21:33,"dan.prosperi",6/20/2022 9:46:17
118290,,"NRDA","Y49",232273,,,,,,,,"BIOPSY (PROJECTILE)",166,"NICK KELLAR",1,"SWFSC",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Sample not available for use.",2013,6,21,"BARATARIA BAY",,,,"LOUISIANA","UNITED STATES OF AMERICA",,,,,,,2,"North Atlantic","U",,12/9/2013 0:00:00,,,,,"NRDA ID:LA062113AK-35-T3A01. Phase 2, Health Assessment .  Samples provided for NRDA (DWH) study only! Other contact: Lori Schwacke, National Marine Mammal Foundation, Lori.Schwacke@nmmf.org, 843-7254821",12/9/2013 15:21:33,"dan.prosperi",6/20/2022 9:46:17
118291,,"NRDA","Y48",232274,,,,,,,,"BIOPSY (PROJECTILE)",166,"NICK KELLAR",1,"SWFSC",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Sample not available for use.",2013,6,28,"BARATARIA BAY",,,,"LOUISIANA","UNITED STATES OF AMERICA",,,,,,,2,"North Atlantic","U",,12/9/2013 0:00:00,,,,,"NRDA ID:LA062813BE-35-T8A01. Phase 2, Health Assessment .  Samples provided for NRDA (DWH) study only! Other contact: Lori Schwacke, National Marine Mammal Foundation, Lori.Schwacke@nmmf.org, 843-7254821",12/9/2013 15:21:33,"dan.prosperi",6/20/2022 9:46:17
118292,,"NRDA","Y34",232275,,,,,,,,"BIOPSY (PROJECTILE)",166,"NICK KELLAR",1,"SWFSC",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Sample not available for use.",2013,6,21,"BARATARIA BAY",,,,"LOUISIANA","UNITED STATES OF AMERICA",,,,,,,2,"North Atlantic","U",,12/9/2013 0:00:00,,,,,"NRDA ID:LA062113AM-35-T3A01. Phase 2, Health Assessment .  Samples provided for NRDA (DWH) study only! Other contact: Lori Schwacke, National Marine Mammal Foundation, Lori.Schwacke@nmmf.org, 843-7254821",12/9/2013 15:21:33,"dan.prosperi",6/20/2022 9:46:17
118293,,"NRDA","282",232276,,,,,,,,"BIOPSY (PROJECTILE)",166,"NICK KELLAR",1,"SWFSC",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Sample not available for use.",2013,5,10,"SARASOTA BAY",,,,"FLORIDA","UNITED STATES OF AMERICA",,,,,,,2,"North Atlantic","U",,12/9/2013 0:00:00,,,,,"NRDA ID:FL051013AP-35-T3A01. Phase 2, Health Assessment .  Samples provided for NRDA (DWH) study only! Other contact: Lori Schwacke, National Marine Mammal Foundation, Lori.Schwacke@nmmf.org, 843-7254821",12/9/2013 15:21:33,"dan.prosperi",6/20/2022 9:46:17
118294,,"NRDA","Y53",232277,,,,,,,,"BIOPSY (PROJECTILE)",166,"NICK KELLAR",1,"SWFSC",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Sample not available for use.",2013,6,23,"BARATARIA BAY",,,,"LOUISIANA","UNITED STATES OF AMERICA",,,,,,,2,"North Atlantic","U",,12/9/2013 0:00:00,,,,,"NRDA ID:LA062313AN-36-T5A01. Phase 2, Health Assessment .  Samples provided for NRDA (DWH) study only! Other contact: Lori Schwacke, National Marine Mammal Foundation, Lori.Schwacke@nmmf.org, 843-7254821",12/9/2013 15:21:33,"dan.prosperi",6/20/2022 9:46:17
118295,,"NRDA","673",232278,,,,,,,,"BIOPSY (PROJECTILE)",166,"NICK KELLAR",1,"SWFSC",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Sample not available for use.",2013,7,30,"MISSISSIPPI SOUND",,,,"MISSISSIPPI","UNITED STATES OF AMERICA",,,,,,,2,"North Atlantic","U",,12/9/2013 0:00:00,,,,,"NRDA ID:MS073013AP-35-T3A01. Phase 2, Health Assessment .  Samples provided for NRDA (DWH) study only! Other contact: Lori Schwacke, National Marine Mammal Foundation, Lori.Schwacke@nmmf.org, 843-7254821",12/9/2013 15:21:33,"dan.prosperi",6/20/2022 9:46:17
118296,,"NRDA","Y06",232279,,,,,,,,"BIOPSY (PROJECTILE)",166,"NICK KELLAR",1,"SWFSC",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Sample not available for use.",2013,6,26,"BARATARIA BAY",,,,"LOUISIANA","UNITED STATES OF AMERICA",,,,,,,2,"North Atlantic","U",,12/9/2013 0:00:00,,,,,"NRDA ID:LA062613AX-35-T3A01. Phase 2, Health Assessment .  Samples provided for NRDA (DWH) study only! Other contact: Lori Schwacke, National Marine Mammal Foundation, Lori.Schwacke@nmmf.org, 843-7254821",12/9/2013 15:21:33,"dan.prosperi",6/20/2022 9:46:17
118297,,"NRDA","Y24",232280,,,,,,,,"BIOPSY (PROJECTILE)",166,"NICK KELLAR",1,"SWFSC",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Sample not available for use.",2013,6,17,"BARATARIA BAY",,,,"LOUISIANA","UNITED STATES OF AMERICA",,,,,,,2,"North Atlantic","U",,12/9/2013 0:00:00,,,,,"NRDA ID:LA061713AA-35-T8A01. Phase 2, Health Assessment .  Samples provided for NRDA (DWH) study only! Other contact: Lori Schwacke, National Marine Mammal Foundation, Lori.Schwacke@nmmf.org, 843-7254821",12/9/2013 15:21:33,"dan.prosperi",6/20/2022 9:46:17
118298,,"NRDA","Y67",232281,,,,,,,,"BIOPSY (PROJECTILE)",166,"NICK KELLAR",1,"SWFSC",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Sample not available for use.",2013,6,27,"BARATARIA BAY",,,,"LOUISIANA","UNITED STATES OF AMERICA",,,,,,,2,"North Atlantic","U",,12/9/2013 0:00:00,,,,,"NRDA ID:LA062713BC-36-T5A01. Phase 2, Health Assessment .  Samples provided for NRDA (DWH) study only! Other contact: Lori Schwacke, National Marine Mammal Foundation, Lori.Schwacke@nmmf.org, 843-7254821",12/9/2013 15:21:33,"dan.prosperi",6/20/2022 9:46:17
118299,,"NRDA","678",232282,,,,,,,,"BIOPSY (PROJECTILE)",166,"NICK KELLAR",1,"SWFSC",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Sample not available for use.",2013,7,30,"MISSISSIPPI SOUND",,,,"MISSISSIPPI","UNITED STATES OF AMERICA",,,,,,,2,"North Atlantic","U",,12/9/2013 0:00:00,,,,,"NRDA ID:MS073013AN-35-T8A01. Phase 2, Health Assessment .  Samples provided for NRDA (DWH) study only! Other contact: Lori Schwacke, National Marine Mammal Foundation, Lori.Schwacke@nmmf.org, 843-7254821",12/9/2013 15:21:33,"dan.prosperi",6/20/2022 9:46:17
118300,,"NRDA","250",232283,,,,,,,,"BIOPSY (PROJECTILE)",166,"NICK KELLAR",1,"SWFSC",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Sample not available for use.",2013,5,9,"SARASOTA BAY",,,,"FLORIDA","UNITED STATES OF AMERICA",,,,,,,2,"North Atlantic","U",,12/9/2013 0:00:00,,,,,"NRDA ID:FL050913AJ-36-T5A01. Phase 2, Health Assessment .  Samples provided for NRDA (DWH) study only! Other contact: Lori Schwacke, National Marine Mammal Foundation, Lori.Schwacke@nmmf.org, 843-7254821",12/9/2013 15:21:33,"dan.prosperi",6/20/2022 9:46:17
118301,,"NRDA","187",232284,,,,,,,,"BIOPSY (PROJECTILE)",166,"NICK KELLAR",1,"SWFSC",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Sample not available for use.",2013,5,8,"SARASOTA BAY",,,,"FLORIDA","UNITED STATES OF AMERICA",,,,,,,2,"North Atlantic","U",,12/9/2013 0:00:00,,,,,"NRDA ID:FL050813AH-35-T3A01. Phase 2, Health Assessment .  Samples provided for NRDA (DWH) study only! Other contact: Lori Schwacke, National Marine Mammal Foundation, Lori.Schwacke@nmmf.org, 843-7254821",12/9/2013 15:21:33,"dan.prosperi",6/20/2022 9:46:17
118302,,"NRDA","Y48",232285,,,,,,,,"BIOPSY (PROJECTILE)",166,"NICK KELLAR",1,"SWFSC",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Sample not available for use.",2013,6,28,"BARATARIA BAY",,,,"LOUISIANA","UNITED STATES OF AMERICA",,,,,,,2,"North Atlantic","U",,12/9/2013 0:00:00,,,,,"NRDA ID:LA062813BE-36-T5A01. Phase 2, Health Assessment .  Samples provided for NRDA (DWH) study only! Other contact: Lori Schwacke, National Marine Mammal Foundation, Lori.Schwacke@nmmf.org, 843-7254821",12/9/2013 15:21:33,"dan.prosperi",6/20/2022 9:46:17
118303,,"NRDA","Y43",232286,,,,,,,,"BIOPSY (PROJECTILE)",166,"NICK KELLAR",1,"SWFSC",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Sample not available for use.",2013,6,18,"BARATARIA BAY",,,,"LOUISIANA","UNITED STATES OF AMERICA",,,,,,,2,"North Atlantic","U",,12/9/2013 0:00:00,,,,,"NRDA ID:LA061813AD-35-T3A01. Phase 2, Health Assessment .  Samples provided for NRDA (DWH) study only! Other contact: Lori Schwacke, National Marine Mammal Foundation, Lori.Schwacke@nmmf.org, 843-7254821",12/9/2013 15:21:33,"dan.prosperi",6/20/2022 9:46:17
118304,,"NRDA","Y43",232287,,,,,,,,"BIOPSY (PROJECTILE)",166,"NICK KELLAR",1,"SWFSC",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Sample not available for use.",2013,6,18,"BARATARIA BAY",,,,"LOUISIANA","UNITED STATES OF AMERICA",,,,,,,2,"North Atlantic","U",,12/9/2013 0:00:00,,,,,"NRDA ID:LA061813AD-35-T8A01. Phase 2, Health Assessment .  Samples provided for NRDA (DWH) study only! Other contact: Lori Schwacke, National Marine Mammal Foundation, Lori.Schwacke@nmmf.org, 843-7254821",12/9/2013 15:21:33,"dan.prosperi",6/20/2022 9:46:17
118305,,"NRDA","Y43",232288,,,,,,,,"BIOPSY (PROJECTILE)",166,"NICK KELLAR",1,"SWFSC",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Sample not available for use.",2013,6,18,"BARATARIA BAY",,,,"LOUISIANA","UNITED STATES OF AMERICA",,,,,,,2,"North Atlantic","U",,12/9/2013 0:00:00,,,,,"NRDA ID:LA061813AD-36-T5A01. Phase 2, Health Assessment .  Samples provided for NRDA (DWH) study only! Other contact: Lori Schwacke, National Marine Mammal Foundation, Lori.Schwacke@nmmf.org, 843-7254821",12/9/2013 15:21:33,"dan.prosperi",6/20/2022 9:46:17
118306,,"NRDA","678",232289,,,,,,,,"BIOPSY (PROJECTILE)",166,"NICK KELLAR",1,"SWFSC",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Sample not available for use.",2013,7,30,"MISSISSIPPI SOUND",,,,"MISSISSIPPI","UNITED STATES OF AMERICA",,,,,,,2,"North Atlantic","U",,12/9/2013 0:00:00,,,,,"NRDA ID:MS073013AN-35-T3A01. Phase 2, Health Assessment .  Samples provided for NRDA (DWH) study only! Other contact: Lori Schwacke, National Marine Mammal Foundation, Lori.Schwacke@nmmf.org, 843-7254821",12/9/2013 15:21:33,"dan.prosperi",6/20/2022 9:46:17
118307,,"NRDA","138",232290,,,,,,,,"BIOPSY (PROJECTILE)",166,"NICK KELLAR",1,"SWFSC",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Sample not available for use.",2013,5,7,"SARASOTA BAY",,,,"FLORIDA","UNITED STATES OF AMERICA",,,,,,,2,"North Atlantic","U",,12/9/2013 0:00:00,,,,,"NRDA ID:FL050713AE-36-T5A01. Phase 2, Health Assessment .  Samples provided for NRDA (DWH) study only! Other contact: Lori Schwacke, National Marine Mammal Foundation, Lori.Schwacke@nmmf.org, 843-7254821",12/9/2013 15:21:33,"dan.prosperi",6/20/2022 9:46:17
118308,,"NRDA","Y38",232291,,,,,,,,"BIOPSY (PROJECTILE)",166,"NICK KELLAR",1,"SWFSC",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Sample not available for use.",2013,6,25,"BARATARIA BAY",,,,"LOUISIANA","UNITED STATES OF AMERICA",,,,,,,2,"North Atlantic","U",,12/9/2013 0:00:00,,,,,"NRDA ID:LA062513AT-35-T8A01. Phase 2, Health Assessment .  Samples provided for NRDA (DWH) study only! Other contact: Lori Schwacke, National Marine Mammal Foundation, Lori.Schwacke@nmmf.org, 843-7254821",12/9/2013 15:21:33,"dan.prosperi",6/20/2022 9:46:17
118309,,"NRDA","Y47",232292,,,,,,,,"BIOPSY (PROJECTILE)",166,"NICK KELLAR",1,"SWFSC",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Sample not available for use.",2013,6,21,"BARATARIA BAY",,,,"LOUISIANA","UNITED STATES OF AMERICA",,,,,,,2,"North Atlantic","U",,12/9/2013 0:00:00,,,,,"NRDA ID:LA062113AJ-35-T8A01. Phase 2, Health Assessment .  Samples provided for NRDA (DWH) study only! Other contact: Lori Schwacke, National Marine Mammal Foundation, Lori.Schwacke@nmmf.org, 843-7254821",12/9/2013 15:21:33,"dan.prosperi",6/20/2022 9:46:17
118310,,"NRDA","Y23",232293,,,,,,,,"BIOPSY (PROJECTILE)",166,"NICK KELLAR",1,"SWFSC",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Sample not available for use.",2013,6,24,"BARATARIA BAY",,,,"LOUISIANA","UNITED STATES OF AMERICA",,,,,,,2,"North Atlantic","U",,12/9/2013 0:00:00,,,,,"NRDA ID:LA062413AR-35-T8A01. Phase 2, Health Assessment .  Samples provided for NRDA (DWH) study only! Other contact: Lori Schwacke, National Marine Mammal Foundation, Lori.Schwacke@nmmf.org, 843-7254821",12/9/2013 15:21:33,"dan.prosperi",6/20/2022 9:46:17
118311,,"NRDA","674",232294,,,,,,,,"BIOPSY (PROJECTILE)",166,"NICK KELLAR",1,"SWFSC",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Sample not available for use.",2013,7,29,"MISSISSIPPI SOUND",,,,"MISSISSIPPI","UNITED STATES OF AMERICA",,,,,,,2,"North Atlantic","U",,12/9/2013 0:00:00,,,,,"NRDA ID:MS072913AK-36-T5A01. Phase 2, Health Assessment .  Samples provided for NRDA (DWH) study only! Other contact: Lori Schwacke, National Marine Mammal Foundation, Lori.Schwacke@nmmf.org, 843-7254821",12/9/2013 15:21:33,"dan.prosperi",6/20/2022 9:46:17
118312,,"NRDA","680",232295,,,,,,,,"BIOPSY (PROJECTILE)",166,"NICK KELLAR",1,"SWFSC",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Sample not available for use.",2013,8,1,"MISSISSIPPI SOUND",,,,"MISSISSIPPI","UNITED STATES OF AMERICA",,,,,,,2,"North Atlantic","U",,12/9/2013 0:00:00,,,,,"NRDA ID:MS080113AS-36-T5A01. Phase 2, Health Assessment .  Samples provided for NRDA (DWH) study only! Other contact: Lori Schwacke, National Marine Mammal Foundation, Lori.Schwacke@nmmf.org, 843-7254821",12/9/2013 15:21:33,"dan.prosperi",6/20/2022 9:46:17
118313,,"NRDA","668",232296,,,,,,,,"BIOPSY (PROJECTILE)",166,"NICK KELLAR",1,"SWFSC",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Sample not available for use.",2013,7,26,"MISSISSIPPI SOUND",,,,"MISSISSIPPI","UNITED STATES OF AMERICA",,,,,,,2,"North Atlantic","U",,12/9/2013 0:00:00,,,,,"NRDA ID:MS072613AI-35-T3A01. Phase 2, Health Assessment .  Samples provided for NRDA (DWH) study only! Other contact: Lori Schwacke, National Marine Mammal Foundation, Lori.Schwacke@nmmf.org, 843-7254821",12/9/2013 15:21:33,"dan.prosperi",6/20/2022 9:46:17
118314,,"NRDA","229",232297,,,,,,,,"BIOPSY (PROJECTILE)",166,"NICK KELLAR",1,"SWFSC",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Sample not available for use.",2013,5,8,"SARASOTA BAY",,,,"FLORIDA","UNITED STATES OF AMERICA",,,,,,,2,"North Atlantic","U",,12/9/2013 0:00:00,,,,,"NRDA ID:FL050813AK-35-T8A01. Phase 2, Health Assessment .  Samples provided for NRDA (DWH) study only! Other contact: Lori Schwacke, National Marine Mammal Foundation, Lori.Schwacke@nmmf.org, 843-7254821",12/9/2013 15:21:33,"dan.prosperi",6/20/2022 9:46:17
118315,,"NRDA","663",232298,,,,,,,,"BIOPSY (PROJECTILE)",166,"NICK KELLAR",1,"SWFSC",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Sample not available for use.",2013,7,23,"MISSISSIPPI SOUND",,,,"MISSISSIPPI","UNITED STATES OF AMERICA",,,,,,,2,"North Atlantic","U",,12/9/2013 0:00:00,,,,,"NRDA ID:MS072313AB-36-T5A01. Phase 2, Health Assessment .  Samples provided for NRDA (DWH) study only! Other contact: Lori Schwacke, National Marine Mammal Foundation, Lori.Schwacke@nmmf.org, 843-7254821",12/9/2013 15:21:33,"dan.prosperi",6/20/2022 9:46:17
118316,,"NRDA","677",232299,,,,,,,,"BIOPSY (PROJECTILE)",166,"NICK KELLAR",1,"SWFSC",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Sample not available for use.",2013,7,31,"MISSISSIPPI SOUND",,,,"MISSISSIPPI","UNITED STATES OF AMERICA",,,,,,,2,"North Atlantic","U",,12/9/2013 0:00:00,,,,,"NRDA ID:MS073113AR-35-T3A01. Phase 2, Health Assessment .  Samples provided for NRDA (DWH) study only! Other contact: Lori Schwacke, National Marine Mammal Foundation, Lori.Schwacke@nmmf.org, 843-7254821",12/9/2013 15:21:33,"dan.prosperi",6/20/2022 9:46:17
118317,,"NRDA","250",232300,,,,,,,,"BIOPSY (PROJECTILE)",166,"NICK KELLAR",1,"SWFSC",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Sample not available for use.",2013,5,9,"SARASOTA BAY",,,,"FLORIDA","UNITED STATES OF AMERICA",,,,,,,2,"North Atlantic","U",,12/9/2013 0:00:00,,,,,"NRDA ID:FL050913AJ-35-T3A01. Phase 2, Health Assessment .  Samples provided for NRDA (DWH) study only! Other contact: Lori Schwacke, National Marine Mammal Foundation, Lori.Schwacke@nmmf.org, 843-7254821",12/9/2013 15:21:33,"dan.prosperi",6/20/2022 9:46:17
118318,,"NRDA","670",232301,,,,,,,,"BIOPSY (PROJECTILE)",166,"NICK KELLAR",1,"SWFSC",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Sample not available for use.",2013,7,26,"MISSISSIPPI SOUND",,,,"MISSISSIPPI","UNITED STATES OF AMERICA",,,,,,,2,"North Atlantic","U",,12/9/2013 0:00:00,,,,,"NRDA ID:MS072613AH-35-T3A01. Phase 2, Health Assessment .  Samples provided for NRDA (DWH) study only! Other contact: Lori Schwacke, National Marine Mammal Foundation, Lori.Schwacke@nmmf.org, 843-7254821",12/9/2013 15:21:33,"dan.prosperi",6/20/2022 9:46:17
118319,,"NRDA","Y24",232302,,,,,,,,"BIOPSY (PROJECTILE)",166,"NICK KELLAR",1,"SWFSC",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Sample not available for use.",2013,6,17,"BARATARIA BAY",,,,"LOUISIANA","UNITED STATES OF AMERICA",,,,,,,2,"North Atlantic","U",,12/9/2013 0:00:00,,,,,"NRDA ID:LA061713AA-35-T3A01. Phase 2, Health Assessment .  Samples provided for NRDA (DWH) study only! Other contact: Lori Schwacke, National Marine Mammal Foundation, Lori.Schwacke@nmmf.org, 843-7254821",12/9/2013 15:21:33,"dan.prosperi",6/20/2022 9:46:17
118320,,"NRDA","673",232303,,,,,,,,"BIOPSY (PROJECTILE)",166,"NICK KELLAR",1,"SWFSC",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Sample not available for use.",2013,7,30,"MISSISSIPPI SOUND",,,,"MISSISSIPPI","UNITED STATES OF AMERICA",,,,,,,2,"North Atlantic","U",,12/9/2013 0:00:00,,,,,"NRDA ID:MS073013AP-35-T8A01. Phase 2, Health Assessment .  Samples provided for NRDA (DWH) study only! Other contact: Lori Schwacke, National Marine Mammal Foundation, Lori.Schwacke@nmmf.org, 843-7254821",12/9/2013 15:21:33,"dan.prosperi",6/20/2022 9:46:17
118321,,"NRDA","221",232304,,,,,,,,"BIOPSY (PROJECTILE)",166,"NICK KELLAR",1,"SWFSC",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Sample not available for use.",2013,5,6,"SARASOTA BAY",,,,"FLORIDA","UNITED STATES OF AMERICA",,,,,,,2,"North Atlantic","U",,12/9/2013 0:00:00,,,,,"NRDA ID:FL050613AB-36-T5A01. Phase 2, Health Assessment .  Samples provided for NRDA (DWH) study only! Other contact: Lori Schwacke, National Marine Mammal Foundation, Lori.Schwacke@nmmf.org, 843-7254821",12/9/2013 15:21:33,"dan.prosperi",6/20/2022 9:46:17
118322,,"NRDA","660",232305,,,,,,,,"BIOPSY (PROJECTILE)",166,"NICK KELLAR",1,"SWFSC",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Sample not available for use.",2013,7,25,"MISSISSIPPI SOUND",,,,"MISSISSIPPI","UNITED STATES OF AMERICA",,,,,,,2,"North Atlantic","U",,12/9/2013 0:00:00,,,,,"NRDA ID:MS072513AE-35-T8A01. Phase 2, Health Assessment .  Samples provided for NRDA (DWH) study only! Other contact: Lori Schwacke, National Marine Mammal Foundation, Lori.Schwacke@nmmf.org, 843-7254821",12/9/2013 15:21:33,"dan.prosperi",6/20/2022 9:46:17
118323,,"NRDA","665",232306,,,,,,,,"BIOPSY (PROJECTILE)",166,"NICK KELLAR",1,"SWFSC",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Sample not available for use.",2013,7,23,"MISSISSIPPI SOUND",,,,"MISSISSIPPI","UNITED STATES OF AMERICA",,,,,,,2,"North Atlantic","U",,12/9/2013 0:00:00,,,,,"NRDA ID:MS072313AC-35-T8A01. Phase 2, Health Assessment .  Samples provided for NRDA (DWH) study only! Other contact: Lori Schwacke, National Marine Mammal Foundation, Lori.Schwacke@nmmf.org, 843-7254821",12/9/2013 15:21:33,"dan.prosperi",6/20/2022 9:46:17
118324,,"NRDA","670",232307,,,,,,,,"BIOPSY (PROJECTILE)",166,"NICK KELLAR",1,"SWFSC",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Sample not available for use.",2013,7,26,"MISSISSIPPI SOUND",,,,"MISSISSIPPI","UNITED STATES OF AMERICA",,,,,,,2,"North Atlantic","U",,12/9/2013 0:00:00,,,,,"NRDA ID:MS072613AH-35-T8A01. Phase 2, Health Assessment .  Samples provided for NRDA (DWH) study only! Other contact: Lori Schwacke, National Marine Mammal Foundation, Lori.Schwacke@nmmf.org, 843-7254821",12/9/2013 15:21:33,"dan.prosperi",6/20/2022 9:46:17
